1300, 1300, 1150, 1
 225,  886,   42, 0
 272,  911,   15, 0
 324,  862,   25, 0
 312,  900,   20, 0
 301,  923,   20, 0
 295,  955,   20, 0
 295,  984,   20, 0
 280,  998,   20, 0
 651,254, 125, 0
 702,279, 85, 0
 529,335, 120, 0
 37,419, 415, 0
 83,581, 285, 0
 156,408,320, 0
 5,173, 600, 0
 234,8, 570, 0
 402,11,470, 0
 373,367, 200, 0
